LECROYHDO6104A,17988,Waveform
Segments,1,SegmentSize,2002
Segment,TrigTime,TimeSinceSegment1
#1,16-Apr-2023 00:22:34,0                 
Time,Ampl
7.661235e-09,-0.0036875
7.761235e-09,-0.0041
7.861235e-09,-0.0041
7.961235e-09,-0.0036875
8.061235e-09,-0.003
8.161235e-09,-0.002275
8.261235e-09,-0.0017
8.361235e-09,-0.0014
8.461235e-09,-0.00135
8.561235e-09,-0.0014375
8.661235e-09,-0.0015
8.761235e-09,-0.001425
8.861235e-09,-0.0011875
8.961235e-09,-0.00085
9.061235e-09,-0.0005
9.161235e-09,-0.0002
9.261235e-09,5e-05
9.361235e-09,0.0002625
9.461235e-09,0.0005
9.561235e-09,0.0008
9.661235e-09,0.0011375
9.761235e-09,0.0014625
9.861235e-09,0.0017
9.961235e-09,0.001825
1.006124e-08,0.0018125
1.016124e-08,0.0017
1.026124e-08,0.0015
1.036124e-08,0.0012
1.046124e-08,0.0007625
1.056124e-08,0.0001875
1.066124e-08,-0.0005
1.076124e-08,-0.0012125
1.086124e-08,-0.0017875
1.096124e-08,-0.0021125
1.106124e-08,-0.0021
1.116124e-08,-0.0018125
1.126124e-08,-0.0013875
1.136124e-08,-0.001025
1.146124e-08,-0.0009
1.156124e-08,-0.00105
1.166124e-08,-0.0014125
1.176124e-08,-0.001825
1.186124e-08,-0.0021
1.196124e-08,-0.002125
1.206124e-08,-0.0019
1.216124e-08,-0.0015125
1.226124e-08,-0.0011
1.236124e-08,-0.0008
1.246124e-08,-0.0006625
1.256124e-08,-0.0007125
1.266124e-08,-0.0009
1.276124e-08,-0.0012
1.286124e-08,-0.0015625
1.296124e-08,-0.00195
1.306124e-08,-0.0023
1.316124e-08,-0.0025125
1.326124e-08,-0.0025125
1.336124e-08,-0.002225
1.346124e-08,-0.0017
1.356124e-08,-0.001075
1.366124e-08,-0.0005625
1.376124e-08,-0.00035
1.386124e-08,-0.0005
1.396124e-08,-0.00095
1.406124e-08,-0.001475
1.416124e-08,-0.00185
1.426124e-08,-0.0019
1.436124e-08,-0.0016375
1.446124e-08,-0.00125
1.456124e-08,-0.00105
1.466124e-08,-0.0013
1.476124e-08,-0.0021
1.486124e-08,-0.0033375
1.496124e-08,-0.004725
1.506124e-08,-0.0059
1.516124e-08,-0.0066125
1.526124e-08,-0.0067625
1.536124e-08,-0.0065125
1.546124e-08,-0.0061
1.556124e-08,-0.005825
1.566124e-08,-0.0059
1.576124e-08,-0.00635
1.586124e-08,-0.0071
1.596124e-08,-0.007975
1.606124e-08,-0.008775
1.616124e-08,-0.0093875
1.626124e-08,-0.0097
1.636124e-08,-0.0097125
1.646124e-08,-0.00945
1.656124e-08,-0.00895
1.666124e-08,-0.0083
1.676124e-08,-0.0076125
1.686124e-08,-0.006975
1.696124e-08,-0.006475
1.706124e-08,-0.0061
1.716124e-08,-0.0057625
1.726124e-08,-0.0053125
1.736124e-08,-0.00465
1.746124e-08,-0.0037
1.756124e-08,-0.00255
1.766124e-08,-0.0014
1.776124e-08,-0.00045
1.786124e-08,0.0001
1.796124e-08,0.000225
1.806124e-08,2.5e-05
1.816124e-08,-0.0002875
1.826124e-08,-0.0005
1.836124e-08,-0.000475
1.846124e-08,-0.0002375
1.856124e-08,8.75e-05
1.866124e-08,0.0003
1.876124e-08,0.00025
1.886124e-08,-0.0001
1.896124e-08,-0.000725
1.906124e-08,-0.0015
1.916124e-08,-0.0022875
1.926124e-08,-0.003
